MIB_STEPS_V1
step	action	choose_rng	turn	floor	rng	map	player	inventory	mobs	items
149	command:l:seek stairs	490310687	149	2	490310687	d1f93ce3e49c1fe0	30;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2326;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
150	command:l:seek stairs	1344975643	150	2	1344975643	d1f93ce3e49c1fe0	31;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2325;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
151	command:l:seek stairs	157812101	151	2	157812101	d1f93ce3e49c1fe0	32;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2325;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
152	command:l:seek stairs	907054412	152	2	907054412	d1f93ce3e49c1fe0	33;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2324;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
153	command:l:seek stairs	488952849	153	2	488952849	d1f93ce3e49c1fe0	34;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2324;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
154	command:l:seek stairs	14655352	154	2	14655352	d1f93ce3e49c1fe0	35;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2323;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
155	command:l:seek stairs	2082719029	155	2	2082719029	d1f93ce3e49c1fe0	36;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2323;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
156	command:l:seek stairs	2038545563	156	2	2038545563	d1f93ce3e49c1fe0	37;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2322;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
157	command:l:seek stairs	2018356327	157	2	2018356327	d1f93ce3e49c1fe0	38;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2322;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
158	command:l:seek stairs	1647589917	158	2	1647589917	d1f93ce3e49c1fe0	39;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2321;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
159	command:l:seek stairs	171955571	159	2	171955571	d1f93ce3e49c1fe0	40;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2321;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
160	command:l:seek stairs	1350092715	160	2	1350092715	d1f93ce3e49c1fe0	41;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2320;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
161	command:l:seek stairs	1955803915	161	2	1955803915	d1f93ce3e49c1fe0	42;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2320;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
162	command:l:seek stairs	738481786	162	2	738481786	d1f93ce3e49c1fe0	43;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2319;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
163	command:l:seek stairs	1816113129	163	2	1816113129	d1f93ce3e49c1fe0	44;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2319;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
164	command:l:seek stairs	2105983402	164	2	2105983402	d1f93ce3e49c1fe0	45;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2318;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
165	command:l:seek stairs	12030597	165	2	12030597	d1f93ce3e49c1fe0	46;11;20;20;12;12;12;12;12;12;1;4;20;0;;25;2318;unencumbered;-;0;1;2;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;9;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	worm guy;52;22;7;7;1.03;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;52;3;6;6;1.03;3;0;0;0;0;0;0;0;-1;-1;0;0;	noisy cricket;52;25;0;0;0;0;-;0;1|bone spur;15;23;0;0;0;0;-;0;2|cigar;39;15;0;0;0;1;-;0;1|worn suit;57;16;0;0;0;1;-;0;4|ration;21;25;0;0;0;1;-;0;2
166	command:>:descend	262816780	166	3	1709498625	3d7cb30dd27f02df	47;27;20;20;12;12;12;12;12;12;1;4;20;0;;25;2317;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;21;0;0;1;-;0;2|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|battery;52;26;7;0;0;1;-;0;1|ration;25;28;0;0;0;1;-;0;2
167	command:l:collect ammo	2075079076	167	3	2075079076	3d7cb30dd27f02df	48;27;20;20;12;12;12;12;12;12;1;4;20;0;;25;2317;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;21;0;0;1;-;0;2|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|battery;52;26;7;0;0;1;-;0;1|ration;25;28;0;0;0;1;-;0;2
168	command:l:collect ammo	1888078707	168	3	1720460477	3d7cb30dd27f02df	49;27;20;20;12;12;12;12;12;12;1;4;20;0;;25;2316;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;21;0;0;1;-;0;2|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|battery;52;26;7;0;0;1;-;0;1|ration;25;28;0;0;0;1;-;0;2
169	command:l:collect ammo	1572638218	169	3	1572638218	3d7cb30dd27f02df	50;27;20;20;12;12;12;12;12;12;1;4;20;0;;25;2316;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;21;0;0;1;-;0;2|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|battery;52;26;7;0;0;1;-;0;1|ration;25;28;0;0;0;1;-;0;2
170	command:u:collect ammo	1600155538	170	3	1600155538	3d7cb30dd27f02df	51;26;20;20;12;12;12;12;12;12;1;4;20;0;;25;2315;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;21;0;0;1;-;0;2|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|battery;52;26;7;0;0;1;-;0;1|ration;25;28;0;0;0;1;-;0;2
171	command:l:collect ammo	329763722	171	3	329763722	3d7cb30dd27f02df	52;26;20;20;12;12;12;12;12;12;1;4;20;0;;25;2315;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;28;0;0;1;-;0;3|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|ration;25;28;0;0;0;1;-;0;2
172	command:h:seek stairs	1292222448	172	3	1292222448	3d7cb30dd27f02df	51;26;20;20;12;12;12;12;12;12;1;4;20;0;;25;2314;unencumbered;-;0;1;3;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;3;0;0;1;-;0;6|battery;0;0;28;0;0;1;-;0;3|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1|bullet clip;17;32;32;0;0;1;-;0;3|bone spur;26;32;0;1;0;0;-;0;2	juvenile sewer squid;55;6;6;6;0.7314999999999999;5;0;1;0;0;0;0;0;-1;-1;0;0;|refugee grub;54;19;7;7;1.045;3;0;1;0;0;0;0;0;-1;-1;0;0;|worm guy;47;5;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;|worm guy;29;10;8;8;1.045;4;0;0;0;0;0;0;0;-1;-1;0;0;	scanner;8;15;0;0;0;1;-;0;2|bone spur;7;18;0;0;0;0;-;0;2|sugar-water cannon;55;14;0;0;1;0;-;0;7|coffee;5;14;0;0;0;1;-;0;1|noisy cricket;29;12;0;0;0;0;-;0;1|ration;25;28;0;0;0;1;-;0;2
